stationName,stationCode,latitude,longitude,altitude,launchDate,url
Ituiutaba,A512,-18.952907,-49.525072,540,11/05/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxMg==
Janaúba,A563,-15.802833,-43.297056,532,19/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2Mw==
Januária,A559,-15.44808917,-44.36631333,468,04/06/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU1OQ==
JoãoPinheiro,A553,-17.784770,-46.119394,877,07/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU1Mw==
JuizdeFora,A518,-21.769965,-43.364329,937,26/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxOA==
Machado,A567,-21.680722,-45.944389,969,21/07/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2Nw==
Manhuaçu,A556,-20.263378,-42.182817,819,25/09/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU1Ng==
Mantena,A540,-18.780620,-40.986505,255,01/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU0MA==
MariadaFé,A531,-22.314567,-45.373049,1,281,01/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUzMQ==
Mocambinho,A539,-15.085958,-44.016036,454,11/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUzOQ==
Montalvânia,A526,-14.408228,-44.404123,520,26/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyNg==
MontesClaros,A506,-16.686316,-43.843763,646,16/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUwNg==
MonteVerde,A509,-22.861604,-46.043365,1,545,19/12/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUwOQ==
Muriaé,A517,-21.104867,-42.375904,283,28/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxNw==
Oliveira,A570,-20.714917,-44.864556,1,025,20/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU3MA==
OuroBranco,A513,-20.556592,-43.756220,1,048,28/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxMw==
PassaQuatro,A529,-22.395799,-44.961909,1,017,30/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyOQ==
Passos,A516,-20.745237,-46.633916,782,16/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxNg==
PatosdeMinas,A562,-18.520667,-46.440611,950,12/05/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2Mg==
Patrocíonio,A523,-18.996684,-46.985935,978,22/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyMw==
Pirapora,A545,-17.258064,-44.835600,505,04/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU0NQ==
Pompéu,A560,-19.239555,-45.008187,705,20/08/2015,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2MA==
RioPardodeMinas,A551,-15.723139,-42.43575,850,17/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU1MQ==
Sacramento,A525,-19.875271,-47.434102,913,18/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyNQ==
Salinas,A552,-16.160327,-42.310266,487,14/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU1Mg==
SãoJoãodelRei,A514,-21.106502,-44.250928,930,09/06/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxNA==
SãoRomão,A547,-16.362747,-45.123801,490,30/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU0Nw==
SãoSebastiãodoParaíso,A561,-20.909892,-47.114259,845,17/08/2015,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2MQ==
SerradosAimorés,A522,-17.798799,-40.249933,212,21/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyMg==
SeteLagoas,A569,-19.455288,-44.173380,719,10/04/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2OQ==
TeófiloOtoni,A527,-17.892840,-41.515423,467,25/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyNw==
Timóteo,A511,-19.573824,-42.622413,493,22/02/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxMQ==
TrêsMarias,A528,-18.200855,-45.459836,931,25/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUyOA==
UBERABA,A568,-19.710028,-47.961889,778,18/05/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU2OA==
Uberlândia,A507,-18.917072,-48.255657,875,14/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUwNw==
Unaí,A542,-16.554101,-46.881935,641,15/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTU0Mg==
Varginha,A515,-21.566513,-45.404300,950,13/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxNQ==
Viçosa,A510,-20.762607,-42.864013,698,15/09/2005,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTUxMA==
ÁguaClara,A756,-20.44444,-52.87583,324,15/08/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1Ng==
Amambaí,A750,-23.002530,-55.329357,434,12/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1MA==
Aquidauana,A719,-20.475420,-55.784006,151,01/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxOQ==
Bataguassu,A759,-21.750123,-52.471294,392,21/03/2013,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1OQ==
BelaVista,A757,-22.101536,-56.540763,206,09/08/2011,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1Nw==
CampoGrande,A702,-20.447195,-54.722615,528,11/09/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwMg==
Cassilândia,A742,-19.122471,-51.720732,495,08/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0Mg==
ChapadãodoSul,A730,-18.802187,-52.602620,821,19/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczMA==
Corumbá,A724,-18.99667,-57.6375,112,27/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyNA==
CostaRica,A760,-18.492665,-53.171261,727,04/12/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2MA==
Coxim,A720,-18.512146,-54.736116,251,07/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyMA==
Dourados,A721,-22.193920,-54.911355,463,21/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyMQ==
Itaquiraí,A752,-23.449501,-54.181858,338,31/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1Mg==
Ivinhema,A709,-22.300421,-53.822895,377,10/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwOQ==
Jardim,A758,-21.478529,-56.137717,252,04/08/2011,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1OA==
Juti,A749,-22.857210,-54.605634,375,18/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0OQ==
Maracaju,A731,-21.609036,-55.177531,389,14/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczMQ==
Miranda,A722,-20.395530,-56.431736,132,02/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyMg==
Nhumirim,A717,-18.988681,-56.622868,102,03/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxNw==
Paranaíba,A710,-19.695517,-51.181769,408,13/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxMA==
PontaPorã,A703,-22.552448,-55.716317,668,06/09/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwMw==
PortoMurtinho,A723,-21.705850,-57.886546,79,24/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyMw==
RioBrilhante,A743,-21.774940,-54.528108,324,26/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0Mw==
SãoGabrieldoOeste,A732,-19.420320,-54.553088,646,16/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczMg==
SeteQuedas,A751,-23.966893,-55.024227,398,06/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1MQ==
Sidrolândia,A754,-20.981637,-54.971870,471,30/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1NA==
Sonora,A761,-17.635277,-54.760470,495,30/11/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2MQ==
TrêsLagoas,A704,-20.7900,-51.7122,329,03/09/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwNA==
ÁguaBoa,A908,-14.016496,-52.211690,440,16/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwOA==
AltaFloresta,A924,-10.077262,-56.179221,292,23/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyNA==
AltoAraguaia,A909,-17.339359,-53.224449,753,22/09/2011,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwOQ==
AltoTaquari,A934,-17.841011,-53.289474,862,29/01/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzNA==
Apiacás,A910,-9.563392,-57.393578,218,24/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxMA==
Cáceres,A941,-16.074740,-57.693047,124,30/03/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTk0MQ==
CampoNovodosParecis,A905,-13.785907,-57.838485,525,12/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwNQ==
CampoVerde,A912,-15.531431,-55.135649,748,21/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxMg==
Carlinda,A926,-9.970586,-55.827543,294,10/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyNg==
Comodoro,A913,-13.708046,-59.762385,577,28/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxMw==
Confresa,A918,-10.639518,-51.571456,233,07/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxOA==
Cotriguaçu,A919,-9.906296,-58.572235,265,27/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxOQ==
Cuiabá,A901,-15.559295,-56.062951,242,07/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwMQ==
GauchadoNorte,A930,-13.184857,-53.257366,376,06/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzMA==
GuarantãdoNorte,A906,-9.952594,-54.897834,284,20/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwNg==
Guiratinga,A932,-16.341587,-53.766089,525,25/01/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzMg==
Itiquira,A933,-17.175051,-54.501690,593,14/08/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzMw==
Juara,A914,-11.280158,-57.526641,263,02/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxNA==
Juína,A920,-11.375126,-58.774785,365,01/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyMA==
NovaMaringá,A928,-13.038642,-57.092201,334,17/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyOA==
NovaUbiratã,A929,-13.411105,-54.752144,466,13/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyOQ==
NovoMundo,A927,-12.521901,-58.231401,426,29/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyNw==
Paranatinga,A915,-14.421492,-54.036055,477,19/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxNQ==
PonteseLacerda,A937,-15.234582,-59.346215,273,31/01/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzNw==
PortoEstrela,A935,-15.324728,-57.225845,148,27/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzNQ==
PrimaveradoLeste,A923,-15.579944,-54,381001,680,26/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyMw==
Querência,A916,-12.627315,-52.220891,361,20/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxNg==
Rondonópolis,A907,-16.462419,-54.580151,290,17/11/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwNw==
SaltodoCéu,A936,-15.124811,-58.127092,301,28/01/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzNg==
SantoAntôniodoLeste,A931,-14.927883,-53.883643,664,31/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzMQ==
SãoFélixdoAraguaia,A921,-11.619023,-50.727856,201,18/10/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyMQ==
SãoJosédoRioClaro,A903,-13.453981,-56.677323,340,25/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwMw==
Sapezal,A911,-13.304085,-58.763525,555,20/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxMQ==
Sinop,A917,-11.982245,-55.565993,367,29/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkxNw==
Sorriso,A904,-12.555107,-55.722863,379,16/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwNA==
TangarádaSerra,A902,-14.650117,-57.431556,440,12/10/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkwMg==
VilaBeladaSantíssimaTrindade,A922,-15.062696,-59.872921,213,24/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyMg==
Belém,A201,-1.411228,-48.439512,21,20/01/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIwMQ==
Bragança,A226,-1.047258,-46.785790,41,11/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIyNg==
Breves,A228,-1.680251,-50.478139,11,21/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIyOA==
Cametá,A236,-2.239653,-49.499827,10,20/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzNg==
CapitãoPoço,A248,-1.734766,-47.057500,79,18/04/2011,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI0OA==
Castanhal,A202,-1.300875,-47.947967,47,24/01/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIwMg==
ConceiçãodoAraguaia,A241,-8.30361,-49.28277,176,04/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI0MQ==
Itaituba,A231,-4.276978,-55.993087,24,17/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzMQ==
Marabá,A240,-5.366447,-49.051166,117,25/06/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI0MA==
Medicilandia,A209,-3.510943,-52.963450,252,17/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIwOQ==
MinaPalito,A246,-6.320067,-55.787783,260,28/09/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI0Ng==
MonteAlegre,A239,-2.000054,-54.076479,101,06/07/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzOQ==
NovoRepartimento,A235,-4.243989,-49.939308,101,23/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzNQ==
Óbidos,A232,-1.880789,-55.519856,90,05/07/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzMg==
Pacajá,A210,-3.843701,-50.638098,89,27/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxMA==
Paragominas,A212,-2.990361,-47.407833,113,18/10/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxMg==
Placas,A211,-3.864040,-54.216416,100,14/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxMQ==
RondondoPará,A214,-4.827501,-48.173556,203,17/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxNA==
Salinópolis,A215,-0.618884,-47.356596,23,14/06/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxNQ==
SantanadoAraguaia,A233,-9.338611,-50.35028,177,30/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzMw==
Santarém,A250,-2.502572,-54.720279,137,02/09/2015,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI1MA==
SãoFélixdoXingu,A216,-6.639622,-51.956966,211,16/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxNg==
SerradosCarajás,A230,-6.077427,-50.142265,707,03/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzMA==
Soure,A227,-0.727827,-48.515795,13,27/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIyNw==
ToméAçu,A213,-2.592606,-48.360585,43,14/10/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIxMw==
Tucumã,A234,-6.743208,-51.141899,321,18/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIzNA==
Tucuruí,A229,-3.822760,-49.674956,138,01/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTIyOQ==
Xinguara,A247,-7.110518,-49.926072,245,11/09/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTI0Nw==
Areia,A310,-6.975451,-35.718128,573,16/11/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMxMA==
Cabaceiras,A348,-7.483206,-36.286469,392,28/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0OA==
Camaratuba,A352,-6.561813,-35.135316,136,04/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM1Mg==
CampinaGrande,A313,-7.225574,-35.904831,546,22/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMxMw==
Itaporanga,A373,-7.318459,-38.140843,292,03/11/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM3Mw==
JoãoPessoa,A320,-7.165409,-34.815627,34,21/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyMA==
Monteiro,A334,-7.894465,-37.124704,606,22/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzNA==
Patos,A321,-7.079836,-37.272817,264,21/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyMQ==
SãoGonçalo,A333,-6.835777,-38.311583,237,06/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzMw==
ArcoVerde,A309,-8.433544,-37.055477,684,20/11/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMwOQ==
Cabrobó,A329,-8.504000,-39.315280,343,04/09/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyOQ==
Caruaru,A341,-8.236069,-35.985550,570,21/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0MQ==
Floresta,A351,-8.598785,-38.584062,327,15/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM1MQ==
Garanhuns,A322,-8.910950,-36.493381,828,08/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyMg==
Ibimirim,A349,-8.509552,-37.711591,434,14/10/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0OQ==
Ouricuri,A366,-7.885833,-40.102683,458,11/08/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2Ng==
Palmares,A357,-8.666667,-35.567921,164,04/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM1Nw==
Petrolina,A307,-9.388323,-40.523262,373,21/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMwNw==
Recife,A301,-8.059280,-34.959239,11,22/12/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMwMQ==
Salgueiro,A370,-8.0580556,-39.096111,447,15/09/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM3MA==
SerraTalhada,A350,-7.954277,-38.295082,499,09/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM1MA==
Surubim,A328,-7.839628,-35.801056,421,09/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyOA==
AlvoradadoGurguéia,A336,-8.441598,-43.865443,261,17/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzNg==
BomJesusdoPiauí,A326,-9.083251,-44.326470,296,17/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMyNg==
CantodoBuriti,A365,-8.117939,-42.975721,312,12/06/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2NQ==
Caracol,A337,-9.285880,-43.324438,515,10/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzNw==
CastelodoPiauí,A361,-5.349228,-41.512274,269,20/04/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2MQ==
Esperantina,A338,-3.899365,-42.259483,88,03/12/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzOA==
Floriano,A311,-6.761438,-43.003396,126,18/11/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMxMQ==
Gilbués,A364,-9.875196,-45.345805,425,16/05/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2NA==
Oeiras,A354,-6.974135,-42.146831,154,22/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM1NA==
Parnaíba,A308,-3.086656,-41.783139,52,06/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMwOA==
Paulistana,A330,-8.132288,-41.142945,376,31/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzMA==
Picos,A343,-7.071016,-41.404042,233,12/12/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0Mw==
Piripiri,A335,-4.276047,-41.794568,158,31/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzNQ==
SãoJoãodoPiauí,A331,-8.364977,-42.250369,237,26/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMzMQ==
SãoPedrodoPiaui,A362,-5.911033,-42.718729,296,20/05/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2Mg==
SãoRaimundoNonato,A345,-9.033211,-42.701112,383,27/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0NQ==
Teresina,A312,-5.034769,-42.801341,75,24/11/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTMxMg==
Uruçui,A346,-7.441420,-44.345055,399,06/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM0Ng==
ValençadoPiauí,A363,-6.399274,-41.739953,313,18/04/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2Mw==
Castro,A819,-24.786954,-49.999266,994,09/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxOQ==
CidadeGaúcha,A869,-23.359156,-52.931912,366,10/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2OQ==
Clevelândia,A876,-26.417200,-52.348741,966,16/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg3Ng==
Curitiba,A807,-25.448688,-49.230602,923,28/01/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwNw==
DiamantedoNorte,A849,-22.639366,-52.890156,368,08/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0OQ==
DoisVizinhos,A843,-25.699063,-53.095273,546,29/03/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0Mw==
FozdoIguaçu,A846,-25.601834,-54.483065,235,15/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0Ng==
GeneralCarneiro,A875,-26.398473,-51.353670,1,009,10/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg3NQ==
Icaraíma,A824,-23.390380,-53.635933,381,15/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyNA==
IlhadoMel,A847,-25.494522,-48.326041,4,23/03/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0Nw==
InácioMartins,A823,-25.567879,-51.077946,1,209,16/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyMw==
Ivaí,A818,-25.010757,-50.853853,804,12/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxOA==
